company_size,contract_value,tenure_months,support_tickets,usage_score,nps_score,industry,discount_offered,churned,true_treatment_effect
24,14.975137956740355,30,2,93.9118808320874,34.50035590984267,Technology,0,0,-3.0824783444003847
64,61.805355040957124,43,2,47.523309314991224,66.01665384408335,Healthcare,0,0,-2.046233676097421
10,39.6708167481778,17,4,78.91822404878107,61.731749530699545,Manufacturing,0,0,-3.5269637632665938
95,49.168941103183855,33,1,64.28747698711025,61.40860228263237,Manufacturing,0,0,-1.1683564118678387
22,27.383813177031577,14,1,75.72724519845332,57.054185926144875,Technology,0,0,-3.154694060606308
35,45.46179244853667,34,1,57.93846832428081,51.02937442093611,Finance,0,0,-2.934880321389703
22,32.62367423962995,51,1,68.00980296233267,43.83283042470137,Finance,0,0,-3.3376393269790623
878,444.3776622517455,37,6,76.53461748402228,51.95286192962717,Healthcare,1,0,-45.98743092972276
53,32.475830232348756,29,3,73.11012232224806,37.65440534863932,Finance,0,1,-2.3285635339884045
11,20.441671029110047,60,1,66.01757926692858,36.87490265582625,Technology,0,0,-3.8169249860841044
187,105.27136130202595,16,3,42.61250278895872,19.437770874836517,Finance,0,1,-0.6352728051117206
10,17.702503586607364,29,1,86.236363347677,85.96262405908654,Finance,0,0,-3.259935374050538
74,41.65651595745335,17,3,45.96111056482107,25.019236227833332,Technology,0,1,-2.127835004529123
10,22.07528009402414,29,3,64.35402797695852,56.90874974360832,Retail,0,1,-3.711189722281549
10,52.226641706401075,33,3,87.5881531486637,83.42649566736367,Technology,0,0,-3.266706503174454
73,42.10962179984336,39,2,92.04160898005286,67.26222377578246,Healthcare,0,0,-1.3543861199932117
165,96.48855409445854,21,2,90.49104772786116,38.123860588372885,Healthcare,0,0,-0.11259863801440528
70,60.838987119355444,3,3,74.91059748219968,24.111237079021677,Technology,0,1,-1.9480041285458296
45,26.071352444892064,17,1,75.53552240785915,44.36631899691345,Finance,0,0,-2.492214223946101
34,34.20538779767782,32,1,82.5501761096173,83.84231108213692,Retail,0,0,-2.4593597502467324
10,38.96206446218572,25,3,84.69172082210379,70.22982829736682,Retail,0,0,-3.401244165400028
18,15.848809247259656,28,0,65.48529827063841,50.11837730943992,Healthcare,0,0,-3.456599998818097
27,31.983750696974003,34,1,85.56238882679881,48.655189848874215,Finance,0,0,-2.948034592941018
266,165.31160823489225,7,4,82.72173282490955,46.71761669775465,Manufacturing,0,0,-0.4346417381688672
91,113.79586335230987,36,4,50.78528262790009,41.15278338961619,Technology,0,0,-1.5510249066040696
10,22.781779947667186,60,3,65.82420747088791,52.31120516280621,Finance,0,0,-3.7332682839886715
88,53.04742843630994,15,4,58.61000462214862,21.931842951213277,Healthcare,0,0,-1.6928452101688072
30,24.114700119777154,40,1,88.48981179813468,40.95668071347857,Healthcare,0,1,-2.877448436310824
19,13.8813229265862,22,3,81.43887916910097,51.57890506223804,Technology,0,0,-3.2490799678110855
136,117.76611639122832,27,2,68.93910887736561,25.769340696534208,Healthcare,0,0,-0.7140541856540701
256,158.98257885359652,37,1,98.70213300002187,48.35247733864099,Technology,0,0,-0.13975885129065319
220,115.97439068093672,25,7,45.03441719627967,33.45843270028818,Healthcare,0,0,-0.5219883664348979
15,16.097382733147867,14,1,69.32720450878887,43.91776574582389,Healthcare,0,0,-3.577885828945521
34,34.56101249117236,26,4,83.99454282718153,65.631114265806,Healthcare,0,0,-2.5906056576017367
89,78.28826991898066,9,4,80.2667356536429,22.310947359583704,Retail,0,0,-1.4509450645869018
235,141.51857710923528,5,3,89.11534457647447,23.604335569860385,Finance,0,0,-0.24251186967637217
26,35.386045118029244,53,1,62.01111602711347,66.23949827412375,Retail,0,0,-3.0775728535358753
41,39.90789326801303,29,4,87.43338487175932,76.2762038713986,Finance,0,1,-2.2435565203112184
10,11.29299984092127,33,0,36.83459428432002,16.306244317122633,Manufacturing,0,0,-4.3112041026198185
10,22.73550532072928,24,2,54.504686986329354,23.820460555083677,Manufacturing,0,0,-4.0743894456960374
184,108.15691937750418,4,1,90.09025667194861,50.219520145083536,Manufacturing,0,0,0.07705872788015439
417,212.8165812237352,51,0,45.83687295456384,40.489886147882885,Finance,0,0,-5.126612181271299
49,73.44778471138984,14,3,40.88381361256788,28.426185382737113,Healthcare,0,0,-2.8438523808124243
245,132.656292552069,17,0,64.92431803599436,26.62951878652541,Finance,0,0,-0.540220669347853
93,50.94178015667984,47,3,39.12503042042871,47.01240921706826,Technology,0,1,-1.577550422059167
20,21.646226137501916,9,0,87.36881405485055,40.39008318241525,Finance,0,0,-3.2431911939921725
93,60.057123056609406,15,2,82.93292116256971,40.74136695011947,Finance,0,0,-1.1896398527733472
548,289.7837685114333,15,6,78.34348730522362,25.98776544002196,Manufacturing,1,0,-12.319063003427587
51,38.87671218992871,9,3,96.59398569887999,59.507719762992046,Retail,0,0,-1.9780983849072633
570,301.4831151784741,22,3,85.45810784900087,42.834010862294754,Technology,0,0,-13.692746834611635
10,23.673526971135143,10,3,61.99806881170913,33.60878628193551,Finance,0,0,-3.921149021627425
187,111.46177917221544,52,2,60.43683135314629,63.65499169561216,Retail,0,1,-0.10329175290363968
62,53.266788179610884,4,0,58.11336324704583,13.542731004798311,Retail,0,0,-2.414924519491155
34,40.23500254941839,6,5,57.76876899857402,29.155819947176393,Manufacturing,0,1,-3.1446657504368494
62,54.65513738269824,15,3,48.74222236728802,7.743559190087719,Technology,0,0,-2.555029302806418
10,32.95956050101438,20,0,95.4308828678861,43.73414274204756,Technology,0,0,-3.505818029384759
39,28.73107686815621,11,0,95.22347096070872,67.36253641260225,Technology,0,0,-2.3009649990920953
93,56.0241627020812,35,4,74.80561117286307,24.54947732637915,Retail,0,0,-1.4004480696603359
501,284.3940941043968,17,3,91.28290040638257,52.417694240952706,Manufacturing,0,0,-8.927929442008553
25,24.440384373568556,30,1,39.36784744707375,56.23194170565513,Finance,0,0,-3.4189659918840216
16,23.113083253488856,50,1,96.13193041358615,67.89727233598255,Retail,0,1,-3.0811025171762783
25,26.583942550512923,60,3,48.21625661493141,33.767352615061256,Technology,0,0,-3.510198612930196
215,174.19370151171543,16,4,79.6666892302324,27.19068774923255,Finance,0,0,-0.20830760570381562
89,52.40787812274936,22,4,85.10636068828721,19.16961864667303,Finance,0,0,-1.427679443943744
24,19.77463386019437,25,3,90.78954801480214,74.75072335010464,Healthcare,0,0,-2.791698733051142
117,75.02676581152224,16,1,88.70902826555364,41.17037394879614,Healthcare,0,0,-0.6724467257540945
63,45.90059526003295,8,2,59.18457518793876,5.129395230839457,Technology,0,1,-2.4440190862738973
233,122.41965608839772,41,3,80.19107922266348,35.968329800473,Finance,0,0,-0.2192425693695812
19,25.007473459600583,8,4,86.97183968017409,27.102572680773008,Healthcare,0,0,-3.389561021752075
33,33.37440938440464,44,2,79.3417093721203,44.209721851456806,Technology,0,0,-2.8418051314671424
30,25.974250864986022,28,3,73.59762184556419,81.13889085239339,Retail,0,1,-2.7049126547252107
10,19.796883185201814,24,0,37.16323019976605,43.40632743402901,Finance,0,0,-4.091117078530107
85,51.10355554890091,11,2,57.67582753369991,40.284811596771256,Manufacturing,0,0,-1.623463231888831
80,45.93336835989712,2,2,65.02812168110071,48.215962594716686,Technology,0,0,-1.6039910824312595
55,39.3664583779004,41,2,64.38162105916759,72.46994496220715,Technology,0,0,-2.078924229710667
38,25.837509382855515,11,1,66.33353865205645,44.4052462480939,Retail,0,1,-2.8058226434946842
10,9.877737565245832,29,1,63.71192916247739,63.258227920827444,Finance,0,0,-3.6668148850086064
29,16.864521712327168,31,4,75.4547361658534,37.273753349187615,Healthcare,0,0,-3.0713626115479657
32,35.65191842468772,20,1,91.9880220509248,37.27064662039281,Finance,0,0,-2.8043546065276095
16,19.54319367528802,25,2,17.282616905552228,6.439074937897857,Technology,0,0,-4.361261231441295
42,55.03000408485973,28,0,62.03121147208803,45.09621896836424,Retail,0,0,-2.7153181335322056
100,62.34299290391356,23,2,59.20359328952093,-1.3792288772291244,Technology,0,0,-1.596930236086958
924,481.58211106331413,10,1,81.63761521911297,62.012425497810625,Technology,1,0,-52.30512444382639
70,44.73578012766362,4,1,82.7434884279382,31.692378292513816,Retail,0,1,-1.8090260893805077
80,56.13924379060347,11,1,93.01609972501409,59.55064458103723,Technology,0,1,-1.2334338461015613
48,26.38722862152819,15,2,63.16961078635228,16.009669480897482,Retail,0,0,-2.750626536289297
10,16.722646732654454,51,0,69.89916138907233,66.05266102945981,Manufacturing,0,0,-3.5825870978735983
52,33.953439996783636,7,1,74.0779172309998,58.31120187778098,Healthcare,0,0,-2.1831312126677536
59,61.20082714570765,56,2,48.12946510021124,43.24539317929457,Technology,0,0,-2.3608422035635317
2197,500.0,60,2,60.807148573984634,55.47741469656126,Manufacturing,1,0,-398.94900919668765
40,48.728552249189235,12,1,86.53635464855296,29.613331463215342,Finance,0,0,-2.6577298018087476
85,79.071848555314,60,5,84.92559416518559,57.89137057008866,Technology,0,0,-1.2101130937874347
51,36.450850382972696,18,1,92.16487132930126,64.17817521945817,Retail,0,0,-1.9850258849513218
10,23.088862085845285,16,4,93.6927723703576,44.932012898072855,Manufacturing,0,0,-3.5136161731118416
303,157.76052130576295,51,1,81.52282364786002,76.92909193020684,Retail,0,0,-0.8302390280797451
168,105.76569901231771,24,4,81.596190690061,20.587418907540734,Healthcare,0,0,-0.32173874183906415
178,113.06147381369495,21,2,38.82550608635549,24.34815569761261,Technology,0,0,-0.6653596935555441
13,27.212273725572878,11,2,41.6026086392217,-2.2267795729595647,Retail,0,1,-4.263059677024106
447,234.44068207197336,12,5,79.80912727239807,47.05839494572814,Finance,0,1,-6.1263415677101944
10,56.9571178410221,22,2,89.27641057715167,46.586462480790146,Finance,0,0,-3.544544194382163
131,82.34091386635865,51,2,62.9952615117354,43.98431251713211,Finance,0,0,-0.694272884745589
1459,500.0,7,2,74.07343108512036,48.666659739827,Healthcare,0,1,-158.5780324112302
12,31.678268491161788,19,2,86.02298157928244,43.22956580770217,Technology,0,1,-3.5283336577455584
23,43.844478830650864,5,1,49.40812973961013,68.57195520074875,Finance,0,1,-3.2902430609979088
63,37.91284073327717,11,2,59.38378787577471,45.83130225014908,Manufacturing,0,0,-2.1164117032410603
25,26.06472200702239,33,4,73.9459211182931,47.26274161015264,Retail,0,0,-3.144938855935848
10,9.350419132400088,9,2,63.37283300447288,24.228485095053024,Technology,0,0,-3.982443789194847
60,67.51143869375296,43,5,67.24260735716821,32.908561679607764,Technology,0,0,-2.2243054329914558
11,20.884292544130144,9,3,77.5371001160224,46.57026436132929,Manufacturing,0,0,-3.6241668839491417
111,63.48502959169962,13,6,84.68684303465528,36.793304979659986,Manufacturing,0,1,-0.8508851298161673
13,39.12902115983606,3,0,61.4929219380096,44.65658644706942,Technology,0,0,-3.7247180890433484
558,295.49549393126404,43,2,52.05353031167782,39.25954269601122,Technology,1,0,-13.181788355315131
16,37.64045683524088,39,0,88.9808595725027,53.14359608147315,Healthcare,0,0,-3.2706426356231884
33,39.25984825441468,6,1,57.36486103370453,32.014171252369636,Technology,0,0,-3.159138019643998
184,99.04915257308399,16,3,81.53784512608976,42.33484095048949,Manufacturing,0,0,-0.0715428211351864
10,15.635764989101137,15,2,90.13822399088909,51.83140020242838,Finance,0,0,-3.4939665584716826
76,46.18227075045152,14,0,92.97895205259887,79.45924748812507,Retail,0,0,-1.1721364995690107
387,199.39604418586552,60,1,74.27253412998186,61.05920379934766,Healthcare,0,0,-3.4657010283054004
10,8.250338570563061,13,2,85.68837197305842,51.44213614176208,Finance,0,0,-3.5415791911353196
72,94.78818500666672,9,2,57.77926494350619,43.91681575236794,Retail,0,0,-1.9092728245459947
80,60.43678993281814,3,1,65.6974419334876,29.847488267775258,Retail,0,1,-1.744245674522922
176,110.65791387064503,10,3,66.9719172959526,21.820811291915994,Technology,0,0,-0.4133143367051461
10,40.115048347139854,51,1,60.3264567187886,0.2686220960633534,Technology,0,1,-4.204586456043607
10,15.546719360133539,24,1,66.51791801600257,10.541684898152575,Retail,0,0,-4.060487340654754
119,64.18527807096997,24,2,78.33600403626278,57.25048886987267,Finance,0,0,-0.6147360486783908
85,70.37207843678536,10,3,39.26556524591413,30.72504804726084,Manufacturing,0,0,-1.884043963162772
79,44.98068101432077,46,1,82.47375444230049,51.116694995730256,Retail,0,0,-1.4304288956111533
91,72.91592432903019,30,2,48.00550124117793,71.06819485596631,Healthcare,0,0,-1.3394994287404902
19,13.478310582711309,14,1,89.05694123662411,46.333862089003716,Healthcare,0,0,-3.2148596909217293
77,43.60199455459385,8,1,64.25124246886035,-1.2406233034941039,Technology,0,1,-2.060462588883444
84,51.68470604002529,19,2,60.58569682449909,48.56839158421431,Retail,0,1,-1.5511958990812948
18,35.70498878492492,9,1,66.39292266659864,52.9713949876371,Finance,0,0,-3.4246996134329173
896,495.5170112000526,17,4,59.64320449021577,47.02786968046964,Technology,1,0,-48.66894499765409
111,78.13196559107406,22,4,46.00955368259229,50.11095681371408,Finance,0,0,-1.1311168086643644
10,15.011267720405453,11,4,83.5737546498702,16.96617595388205,Healthcare,0,0,-3.838533045870242
146,104.39948039857359,1,1,75.32823848546661,34.55160488896513,Technology,0,0,-0.46190477603361285
12,9.852150316246036,27,0,61.97065499621118,27.926329971701072,Technology,0,0,-3.891282810264279
177,95.90088104908907,11,4,43.412688324068746,35.161421032043854,Finance,0,1,-0.5374817485029616
310,172.7152076268834,22,3,47.82055570759342,56.00417173317151,Finance,0,0,-1.4837610690586938
15,36.00778269743199,18,2,56.39570785842295,29.764281128883532,Manufacturing,0,0,-3.820428672384703
231,129.61530456433013,60,1,62.98689895462595,58.20671247024651,Technology,0,0,-0.20057731069176848
101,63.44723696405482,20,5,83.53762624564021,33.68450986790335,Retail,0,0,-1.075247658600371
187,107.0607287015733,38,0,68.04338133386625,45.44786179758622,Finance,0,0,-0.17288329228064764
939,500.0,14,0,96.83997268172732,42.24783484868648,Technology,1,0,-54.50571759439324
37,27.163093012618422,9,1,46.78261853633337,54.728060794480626,Healthcare,0,0,-2.951249328280822
17,15.455311982264131,28,2,68.47849500262214,27.068634203278393,Retail,0,0,-3.6475659763475514
14,20.39142649150832,10,1,23.576443221566944,20.240959181476875,Healthcare,0,0,-4.261907894332516
16,46.206287769353324,34,3,58.760425743445296,61.53671195566155,Retail,0,0,-3.5057020469202547
48,33.54506923601988,6,3,46.80543524859822,-3.1037634282127513,Technology,0,0,-3.017515540088316
91,59.02690037843773,25,2,67.61622751463283,48.51525149430448,Retail,0,0,-1.3238157128992358
82,44.78504563650231,20,3,67.64563139397796,42.141347382566146,Healthcare,0,0,-1.5788129069996912
188,107.97857681747651,54,1,48.79521049988357,31.345787246603294,Retail,0,0,-0.4756815970283379
55,47.218585580715406,27,1,86.03735433563031,68.24498432681133,Retail,0,0,-1.8961665820292064
483,246.98888466688703,18,1,77.92716805320931,69.63822442023177,Finance,0,0,-7.872522524106053
36,52.94751866652646,36,2,86.71882632773979,62.55732255283174,Finance,0,0,-2.521953156299948
3230,500.0,1,3,88.57611768290626,33.978905318618835,Technology,1,0,-918.132407580622
139,80.33620362624592,30,2,69.79320780750126,22.645051295548782,Finance,1,0,-0.6930075115605971
15,27.139573124638986,32,1,70.68804249404373,47.94552754343739,Finance,0,0,-3.532055354712064
10,28.5912955374967,35,4,52.830198969601824,36.5755454196579,Healthcare,0,1,-3.989093646946719
112,58.75711802999372,33,2,87.1465679846818,50.69808829905971,Finance,0,0,-0.6973496137607043
39,39.69738236836649,29,3,80.36134262008649,40.84673499795499,Retail,0,0,-2.6617126938154954
159,116.80638065530374,15,5,61.20012089419142,27.32658306859924,Technology,0,0,-0.5374861265092917
111,64.05695120105086,22,3,89.3152446650463,50.233277701824115,Healthcare,0,0,-0.697081331734944
48,35.02913600234736,12,1,80.22125583767624,24.01144497789821,Healthcare,0,1,-2.5160958818000516
15,20.074297107542638,10,2,80.48764482898879,57.22806859758685,Retail,0,0,-3.359799002929418
10,33.729517549626294,15,2,90.19215869128766,36.2462040581397,Retail,0,0,-3.618108780622006
27,19.927845366215085,17,0,82.27307216048023,46.9591126485681,Finance,0,0,-2.9944963772066524
197,121.32227414662479,26,2,93.98139374209885,48.02533063811042,Finance,0,0,0.12311658252587199
75,50.2645933317773,48,1,63.70952639569553,56.021418519379615,Retail,0,0,-1.677233387888008
10,53.98739578506494,38,1,52.37058085772941,48.37302025913738,Technology,0,0,-3.899310029349608
70,48.36475168119857,25,0,88.81020361635959,58.12964979107634,Finance,0,0,-1.5368607655077933
97,49.840349213766046,44,1,87.57702083564496,37.39717387266642,Technology,0,0,-1.085952400662219
14,32.91246304179275,20,2,73.08015886232067,39.76161895095322,Retail,0,1,-3.610705459769168
68,55.99885536391695,29,5,72.96478673186,69.37530428740682,Healthcare,0,0,-1.6577496983821456
59,48.42493646449989,15,1,95.24037922154852,44.58681089926491,Finance,0,0,-1.879001720590396
10,41.624621876152574,20,3,33.601963390982114,42.59641160803626,Healthcare,0,1,-4.133209073225889
93,49.72863606974445,16,7,49.71410702852745,31.733520688513554,Retail,0,0,-1.5938907642066171
126,70.50099956480409,4,3,61.44885350265271,25.933086789570883,Retail,0,0,-0.9256467706569056
277,154.5765421843279,4,1,71.3067468928754,37.32110762386894,Technology,1,0,-0.7812636700802944
265,150.6835339385672,6,2,70.87467528162922,23.215269263840582,Manufacturing,0,0,-0.7280310930729831
10,19.32933126740395,25,1,82.61522416906256,61.54419633180194,Healthcare,0,0,-3.4914941876549594
13,10.345891976482957,49,2,83.57645686997583,41.62174849663137,Technology,0,1,-3.528161443327191
118,70.11835041000737,44,2,93.79309183338762,65.72191504656827,Healthcare,0,0,-0.4086937612935775
117,105.24646146676773,30,2,95.13964256668743,70.66666674655829,Retail,0,0,-0.3721702403606594
118,65.14226164556962,13,7,73.21892966974272,46.49018216371484,Healthcare,0,0,-0.7682892459928539
10000,500.0,9,4,96.74577516820219,39.163059182144856,Technology,1,0,-9603.919237774862
128,86.88309680521911,22,3,89.09964054301557,52.4967028699846,Manufacturing,0,0,-0.4074299716099674
299,177.65566943790418,13,2,85.10107397419253,33.84383667885227,Retail,0,0,-1.0583385668272565
228,139.82532000929208,5,2,68.5231348821209,30.947494234302887,Healthcare,0,0,-0.3455886973043678
145,82.95917859781302,8,3,84.7608092340139,34.54035580692509,Technology,0,0,-0.3785690612044601
34,24.472060518467135,15,1,39.85502349331674,16.14225364721487,Finance,1,0,-3.427911735889114
170,134.2438719154876,48,8,69.16855052461864,57.9106567624527,Technology,0,0,-0.13502924065419197
17,38.576999433236416,3,3,76.09807118363247,50.39450040113796,Healthcare,0,0,-3.384763284954571
38,35.96792255412821,6,2,85.61925863574096,57.39527341714509,Technology,0,0,-2.509045226305429
26,53.89979592526465,16,3,72.07028246783563,44.459882514370186,Healthcare,0,0,-3.1512181152066825
61,35.21390785464027,10,2,77.03436206894854,62.33774900374992,Technology,0,1,-1.8630543872805159
1758,500.0,27,1,87.87301064149202,40.58418496940141,Finance,1,0,-242.73299641382988
10,23.03014368836877,16,1,35.29883958166581,45.39677368156103,Technology,0,0,-4.093837414730854
152,94.66996136057686,5,3,78.23415901235418,51.64528581523044,Retail,0,0,-0.23489612335461452
10,9.280920061685329,13,1,60.36544969353158,35.56030765586602,Retail,0,0,-3.9218630418177565
26,42.33417266044126,22,3,71.21839872130352,45.904591570138415,Technology,0,0,-3.148179280225857
279,141.7276807781255,32,5,60.68680573070247,56.78987220591854,Healthcare,0,0,-0.762912965045627
60,51.02008878505479,6,2,75.19335799223045,47.353852326492344,Healthcare,1,0,-2.0292356014657567
10,29.56088227398634,24,0,66.44693225570028,45.19794326206204,Healthcare,0,0,-3.783947131346501
18,26.87055707496904,15,7,41.926537610617196,21.635994355445447,Technology,0,0,-3.9200466690502647
151,79.18269226705608,44,2,73.61964947688183,35.48319701351553,Healthcare,0,0,-0.4200379291230574
18,45.3635631908805,13,0,78.72945155878156,43.933155312263764,Technology,0,0,-3.3736402419140745
75,48.251412591972496,5,5,76.91363950646654,20.308496774425723,Technology,0,0,-1.830895630739929
58,39.77992578889284,11,2,65.03724074314455,46.948120218149924,Manufacturing,0,0,-2.1904426308233553
20,19.08315805084545,3,2,77.19456262968544,9.459288947475102,Healthcare,1,0,-3.592380062123345
1360,500.0,3,2,78.16973594216661,41.06887025564774,Technology,1,0,-134.64975167853316
141,80.83492004103985,27,3,47.254036741987115,30.337719064514864,Technology,0,0,-0.83285788006401
10,10.608467977504915,25,1,42.11504640875214,25.25481025716151,Healthcare,0,0,-4.1868110538551875
72,67.70683039469625,28,5,50.75741997229461,32.029426095934326,Finance,0,0,-2.074590391509579
20,25.518315008497957,12,0,66.27506393781786,-6.3317125494471185,Technology,0,0,-3.7265956602262444
196,130.46463832984398,8,0,79.33156629269288,33.58945269279521,Healthcare,0,0,-0.13956871553070938
16,24.408537100531426,60,2,49.101466398101,29.863122023395505,Retail,0,0,-3.8556803598318257
45,31.06142614972356,22,2,79.38377699051277,32.9995398442816,Finance,0,0,-2.544665911340619
116,60.65312492254717,7,4,62.706511266981494,79.8345077505742,Finance,0,0,-0.6398588253255914
200,118.08732878537003,52,4,96.88199543666317,39.552332163910506,Healthcare,0,1,0.08523861167791591
10,17.59613178965687,47,2,40.86136761321596,42.85361939860213,Finance,1,0,-4.058557368679024
33,43.718749783098446,31,2,84.40975150579192,38.5333700273887,Retail,0,0,-2.8365355247229713
26,22.939503504770784,17,2,65.96242489533365,25.07111173470213,Technology,0,0,-3.3674068571690463
20,31.480551197209998,9,2,70.33234773259281,16.93088694889236,Retail,0,0,-3.601229427082933
771,401.4035382735582,13,3,75.79477642563344,58.05906933977838,Technology,0,0,-32.58167968102544
100,57.92053998288466,43,1,87.37265515946885,72.68760227317539,Technology,0,0,-0.7447726302199085
10,15.612498516584184,10,1,92.55067324759555,37.20314109394784,Finance,0,0,-3.586868138772462
216,112.6086337457313,6,5,62.124677952036066,45.88040707535401,Technology,0,0,-0.2373099638768073
1317,500.0,30,0,75.87088471525149,31.242605872856583,Healthcare,0,1,-124.96025030586463
256,149.14805626797116,19,4,22.91904111668072,16.227816365129037,Manufacturing,0,0,-1.1545870579121602
10,9.302413845757382,11,1,90.87583300465292,56.48466389517458,Finance,0,0,-3.4493643587920744
26,62.77923523173934,12,1,74.64394148419485,25.231708828044617,Technology,0,0,-3.2793069145336946
365,188.5636821517051,2,3,64.4849295859234,18.946938724800702,Healthcare,0,1,-3.126075194342361
18,18.796851910832018,12,3,89.53832097951312,46.575170792653495,Technology,0,0,-3.244415423863641
106,66.33456247600633,40,4,61.1351204883581,43.98710861589763,Retail,0,0,-1.120351926189238
174,103.19874082923768,8,3,86.70624949197122,26.99303299143774,Manufacturing,0,1,-0.18459324114878592
13,33.21551982841535,60,1,76.57088463971766,87.36084497601044,Retail,0,0,-3.2323043937947404
49,26.48539507846937,19,4,35.319349203494326,14.54699362748284,Retail,0,0,-3.0105305589451943
10,21.393899463525592,5,0,75.93969440394541,51.37565769160943,Healthcare,0,0,-3.6395977944276705
11,18.295050000718646,23,1,76.61456183443119,53.97114731528002,Retail,0,0,-3.5741852031334482
37,36.829643302908025,8,2,92.90028757750638,33.56485252610094,Finance,0,0,-2.6593783040161294
10,17.29624873410222,31,0,68.05741535710592,50.8751463186476,Finance,0,0,-3.722424675879761
631,326.50722993213844,45,1,88.62294469621325,42.96502718927266,Healthcare,0,0,-18.546150335523684
10,19.568642426121485,35,1,58.7944030709379,42.32875311469157,Finance,0,0,-3.8834259443730885
28,61.984528298629186,35,5,87.26223636572429,65.01404049454018,Finance,0,0,-2.765665312386436
66,44.183258041433504,13,2,44.94852920306957,20.42279541179499,Finance,0,0,-2.3827323446749444
474,272.2611519171417,9,2,94.9877347876499,53.16730496236068,Healthcare,0,0,-7.332384212424615
10,22.758260800765544,28,0,79.02855416226964,38.84574908401191,Manufacturing,0,0,-3.7089484657052085
312,173.14605520109788,9,3,71.63550959473956,40.288827858320566,Technology,0,1,-1.4157342811860394
55,45.95944259637835,14,1,92.64379792423787,49.87455391556577,Manufacturing,0,1,-1.9770655894330953
12,28.830675222575756,10,2,84.66797806104105,37.85444669319621,Manufacturing,0,0,-3.58488464584402
109,66.40357464130008,11,7,75.01054018680195,12.48421890780255,Finance,0,0,-1.1781208468695605
73,70.14071081322614,30,4,47.23689691722093,47.039792557778476,Technology,0,0,-1.9642126903655626
22,33.87083175290138,10,0,54.995107170631684,61.34201708356685,Finance,0,0,-3.3277127916251485
60,35.0266489001626,30,1,61.217300777732284,43.012775634736165,Technology,0,0,-2.203724787144788
30,16.356919855960186,45,1,72.65647891165466,39.991624062645315,Technology,0,0,-3.0435022183822906
64,79.01736521881878,12,2,84.31535315004652,47.23982885698026,Healthcare,0,0,-1.8285278376436929
147,92.3945115253629,7,3,68.99858965836354,52.72708895208014,Finance,0,0,-0.3690973917997236
589,298.934198634845,39,4,91.23565690639676,74.42240621208711,Technology,0,0,-14.824364181239336
10,16.170364535505,24,2,76.91506159304706,59.138254948824894,Technology,0,0,-3.5677433444789304
1338,500.0,10,6,57.532126235543224,39.177383375201416,Finance,1,0,-129.81565967064296
10,18.903304057108883,14,0,46.89338091193001,40.11183840961251,Finance,0,1,-4.0201714836038
43,36.40275128559969,26,2,52.093870001831924,37.90889053649552,Technology,0,0,-2.840690175689717
131,91.82762456050791,4,4,62.945599955333996,16.837696063992436,Technology,0,0,-0.9119424319347205
